Entity ID,Beginning Date,Ending Date,Agency,Vendor,Vendor ID,Map Projection,Datum,Resolution,Resolution Unit,File Format,Product Type,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE  Corner Lat,NE  Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW  Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID
IFSARAK2010N6100W15015_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6100W15015,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°07'30.12"N,150°07'28.04"W,61°15'37.18"N,150°15'19.46"W,61°15'07.50"N,149°57'41.28"W,60°59'22.62"N,149°59'40.61"W,60°59'52.06"N,150°17'10.14"W,61.1250332,-150.1244554,61.2603277,-150.2554055,61.2520833,-149.9614666,60.9896166,-149.9946138,60.9977944,-150.2861499,IFSARAK2010N6100W15015_01,IFSARAK2010N6100W15015_01
IFSARAK2010N6100W15030_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6100W15030,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°07'30.13"N,150°22'28.06"W,61°15'35.52"N,150°30'19.86"W,61°15'07.94"N,150°12'48.51"W,60°59'24.29"N,150°14'40.23"W,60°59'51.65"N,150°32'02.99"W,61.125036,-150.374461,61.2598666,-150.5055166,61.2522055,-150.213475,60.9900805,-150.2445083,60.9976805,-150.5341638,IFSARAK2010N6100W15030_01,IFSARAK2010N6100W15030_01
IFSARAK2010N6100W15045_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6100W15045,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°07'30.12"N,150°37'28.06"W,61°15'33.86"N,150°45'20.39"W,61°15'08.34"N,150°27'55.56"W,60°59'25.94"N,150°29'39.70"W,60°59'51.25"N,150°46'56"W,61.1250332,-150.624461,61.2594055,-150.7556638,61.2523166,-150.4654333,60.9905388,-150.494361,60.9975694,-150.7822221,IFSARAK2010N6100W15045_01,IFSARAK2010N6100W15045_01
IFSARAK2010N6100W15100_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6100W15100,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°07'30.10"N,150°52'28.06"W,61°15'32.18"N,151°00'20.73"W,61°15'08.71"N,150°43'02.78"W,60°59'27.57"N,150°44'39.35"W,60°59'50.85"N,151°01'48.84"W,61.1250277,-150.874461,61.2589388,-151.0057583,61.2524194,-150.7174388,60.9909916,-150.7442638,60.9974583,-151.0302332,IFSARAK2010N6100W15100_01,IFSARAK2010N6100W15100_01
IFSARAK2010N6100W15115_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6100W15115,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°07'30.22"N,151°07'28.05"W,61°15'30.65"N,151°15'21.21"W,61°15'09.20"N,150°58'09.81"W,60°59'29.34"N,150°59'38.84"W,60°59'50.62"N,151°16'41.84"W,61.125061,-151.1244582,61.2585138,-151.2558916,61.2525555,-150.9693916,60.9914833,-150.9941221,60.9973944,-151.2782888,IFSARAK2010N6100W15115_01,IFSARAK2010N6100W15115_01
IFSARAK2010N6100W15130_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6100W15130,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°07'30.16"N,151°22'28.08"W,61°15'28.95"N,151°30'21.55"W,61°15'09.50"N,151°13'17.05"W,60°59'30.93"N,151°14'38.56"W,60°59'50.23"N,151°31'34.72"W,61.1250443,-151.3744666,61.2580416,-151.5059861,61.2526388,-151.2214027,60.9919249,-151.2440444,60.997286,-151.526311,IFSARAK2010N6100W15130_01,IFSARAK2010N6100W15130_01
IFSARAK2010N6100W15145_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6100W15145,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°07'30.17"N,151°37'28.14"W,61°15'27.24"N,151°45'22.06"W,61°15'09.76"N,151°28'24.16"W,60°59'32.66"N,151°29'38.15"W,60°59'50.01"N,151°46'27.79"W,61.1250471,-151.6244832,61.2575666,-151.7561277,61.2527111,-151.4733777,60.9924055,-151.4939305,60.9972249,-151.774386,IFSARAK2010N6100W15145_01,IFSARAK2010N6100W15145_01
IFSARAK2010N6100W15200_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6100W15200,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°07'30.25"N,151°52'28.24"W,61°15'25.69"N,152°00'22.43"W,61°15'10.15"N,151°43'31.46"W,60°59'34.37"N,151°44'37.97"W,60°59'49.78"N,152°01'20.74"W,61.1250693,-151.874511,61.2571361,-152.0062305,61.2528194,-151.7254054,60.9928805,-151.7438805,60.997161,-152.0224277,IFSARAK2010N6100W15200_01,IFSARAK2010N6100W15200_01
IFSARAK2010N6115W14715_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W14715,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.13"N,147°07'28.07"W,61°30'56.58"N,147°15'12"W,61°30'00.29"N,146°56'14.72"W,61°14'03.26"N,146°59'48.24"W,61°14'59.08"N,147°18'36.11"W,61.375036,-147.1244638,61.5157166,-147.2533333,61.5000805,-146.9374221,61.2342388,-146.9967333,61.2497444,-147.3100305,IFSARAK2010N6115W14715_01,IFSARAK2010N6115W14715_01
IFSARAK2010N6115W14730_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W14730,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.01"N,147°22'28.12"W,61°30'54.83"N,147°30'12.82"W,61°30'00.91"N,147°11'21.86"W,61°14'04.78"N,147°14'47.51"W,61°14'58.25"N,147°33'29.12"W,61.3750027,-147.3744777,61.5152305,-147.5035611,61.5002527,-147.1894055,61.234661,-147.2465305,61.2495138,-147.5580888,IFSARAK2010N6115W14730_01,IFSARAK2010N6115W14730_01
IFSARAK2010N6115W14745_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W14745,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.07"N,147°37'28.13"W,61°30'53.26"N,147°45'13.59"W,61°30'01.67"N,147°26'28.96"W,61°14'06.46"N,147°29'46.77"W,61°14'57.61"N,147°48'22.09"W,61.3750193,-147.6244804,61.5147944,-147.753775,61.5004638,-147.4413777,61.2351277,-147.4963249,61.249336,-147.8061361,IFSARAK2010N6115W14745_01,IFSARAK2010N6115W14745_01
IFSARAK2010N6115W14800_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W14800,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.12"N,147°52'28.16"W,61°30'51.69"N,148°00'14.35"W,61°30'02.41"N,147°41'36.08"W,61°14'08.14"N,147°44'46.06"W,61°14'57"N,148°03'15.08"W,61.3750332,-147.8744888,61.5143583,-148.0039861,61.5006694,-147.6933555,61.2355944,-147.7461277,61.2491666,-148.0541888,IFSARAK2010N6115W14800_01,IFSARAK2010N6115W14800_01
IFSARAK2010N6115W14815_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W14815,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.02"N,148°07'28.24"W,61°30'49.96"N,148°15'15.15"W,61°30'02.98"N,147°56'43.26"W,61°14'09.65"N,147°59'45.43"W,61°14'56.24"N,148°18'08.12"W,61.3750054,-148.124511,61.5138777,-148.2542083,61.5008277,-147.9453499,61.2360138,-147.9959527,61.2489555,-148.3022555,IFSARAK2010N6115W14815_01,IFSARAK2010N6115W14815_01
IFSARAK2010N6115W14830_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W14830,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.07"N,148°22'28.17"W,61°30'48.40"N,148°30'15.59"W,61°30'03.70"N,148°11'50.44"W,61°14'11.33"N,148°14'44.82"W,61°14'55.66"N,148°33'00.83"W,61.3750193,-148.3744916,61.5134444,-148.5043305,61.5010277,-148.1973444,61.2364805,-148.2457833,61.2487944,-148.5502305,IFSARAK2010N6115W14830_01,IFSARAK2010N6115W14830_01
IFSARAK2010N6115W14845_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W14845,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.13"N,148°37'28.14"W,61°30'46.85"N,148°45'16.41"W,61°30'04.38"N,148°26'57.34"W,61°14'12.99"N,148°29'43.94"W,61°14'55.11"N,148°47'53.93"W,61.375036,-148.6244832,61.5130138,-148.7545583,61.5012166,-148.449261,61.2369416,-148.4955388,61.2486416,-148.7983138,IFSARAK2010N6115W14845_01,IFSARAK2010N6115W14845_01
IFSARAK2010N6115W14900_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W14900,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.11"N,148°52'28.19"W,61°30'45.14"N,149°00'16.96"W,61°30'04.90"N,148°42'04.67"W,61°14'14.66"N,148°44'43.49"W,61°14'54.56"N,149°02'46.75"W,61.3750304,-148.8744971,61.5125388,-149.0047111,61.5013611,-148.7012972,61.2374055,-148.7454138,61.2484888,-149.0463194,IFSARAK2010N6115W14900_01,IFSARAK2010N6115W14900_01
IFSARAK2010N6115W14915_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W14915,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.17"N,149°07'28.14"W,61°30'43.60"N,149°15'17.55"W,61°30'05.56"N,148°57'11.72"W,61°14'16.32"N,148°59'42.79"W,61°14'54.05"N,149°17'39.66"W,61.3750471,-149.1244832,61.5121111,-149.254875,61.5015444,-148.9532555,61.2378666,-148.9952194,61.2483471,-149.2943499,IFSARAK2010N6115W14915_01,IFSARAK2010N6115W14915_01
IFSARAK2010N6115W14930_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W14930,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.15"N,149°22'28.19"W,61°30'41.90"N,149°30'18.23"W,61°30'06.03"N,149°12'18.87"W,61°14'17.98"N,149°14'42.20"W,61°14'53.55"N,149°32'32.65"W,61.3750416,-149.3744971,61.5116388,-149.5050638,61.501675,-149.2052416,61.2383277,-149.2450555,61.2482083,-149.5424027,IFSARAK2010N6115W14930_01,IFSARAK2010N6115W14930_01
IFSARAK2010N6115W14945_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W14945,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.13"N,149°37'28.18"W,61°30'40.20"N,149°45'18.65"W,61°30'06.50"N,149°27'26.13"W,61°14'19.63"N,149°29'41.73"W,61°14'53.06"N,149°47'25.41"W,61.375036,-149.6244943,61.5111666,-149.7551805,61.5018055,-149.4572583,61.238786,-149.4949249,61.2480721,-149.7903916,IFSARAK2010N6115W14945_01,IFSARAK2010N6115W14945_01
IFSARAK2010N6115W15000_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W15000,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.19"N,149°52'28.09"W,61°30'38.67"N,150°00'19.15"W,61°30'07.09"N,149°42'33.15"W,61°14'21.28"N,149°44'41.07"W,61°14'52.60"N,150°02'18.28"W,61.3750527,-149.8744693,61.5107416,-150.0053194,61.5019694,-149.7092083,61.2392444,-149.7447416,61.2479444,-150.038411,IFSARAK2010N6115W15000_01,IFSARAK2010N6115W15000_01
IFSARAK2010N6115W15015_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W15015,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.17"N,150°07'28.15"W,61°30'36.99"N,150°15'19.77"W,61°30'07.51"N,149°57'40.31"W,61°14'22.92"N,149°59'40.54"W,61°14'52.15"N,150°17'11.28"W,61.3750471,-150.124486,61.510275,-150.2554916,61.5020861,-149.9611972,61.2396999,-149.9945944,61.2478194,-150.2864666,IFSARAK2010N6115W15015_01,IFSARAK2010N6115W15015_01
IFSARAK2010N6115W15030_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W15030,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.14"N,150°22'28.18"W,61°30'35.31"N,150°30'20.18"W,61°30'07.91"N,150°12'47.61"W,61°14'24.55"N,150°14'40.18"W,61°14'51.72"N,150°32'04.09"W,61.3750388,-150.3744943,61.5098083,-150.5056055,61.5021972,-150.213225,61.2401527,-150.2444944,61.2476999,-150.5344694,IFSARAK2010N6115W15030_01,IFSARAK2010N6115W15030_01
IFSARAK2010N6115W15045_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W15045,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.20"N,150°37'28.18"W,61°30'33.79"N,150°45'20.71"W,61°30'08.44"N,150°27'54.71"W,61°14'26.18"N,150°29'39.65"W,61°14'51.31"N,150°46'57.05"W,61.3750554,-150.6244943,61.5093861,-150.7557527,61.5023444,-150.4651972,61.2406055,-150.4943471,61.247586,-150.7825138,IFSARAK2010N6115W15045_01,IFSARAK2010N6115W15045_01
IFSARAK2010N6115W15100_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W15100,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.17"N,150°52'28.19"W,61°30'32.11"N,151°00'21.06"W,61°30'08.80"N,150°43'01.99"W,61°14'27.80"N,150°44'39.31"W,61°14'50.92"N,151°01'49.85"W,61.3750471,-150.8744971,61.5089194,-151.00585,61.5024444,-150.7172193,61.2410555,-150.7442527,61.2474777,-151.0305138,IFSARAK2010N6115W15100_01,IFSARAK2010N6115W15100_01
IFSARAK2010N6115W15115_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W15115,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.14"N,151°07'28.21"W,61°30'30.44"N,151°15'21.57"W,61°30'09.13"N,150°58'09.10"W,61°14'29.41"N,150°59'38.82"W,61°14'50.54"N,151°16'42.82"W,61.3750388,-151.1245027,61.5084555,-151.2559916,61.5025361,-150.9691943,61.2415027,-150.9941166,61.2473721,-151.278561,IFSARAK2010N6115W15115_01,IFSARAK2010N6115W15115_01
IFSARAK2010N6115W15130_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W15130,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.19"N,151°22'28.24"W,61°30'28.77"N,151°30'21.91"W,61°30'09.44"N,151°13'16.41"W,61°14'31.17"N,151°14'38.53"W,61°14'50.34"N,151°31'35.63"W,61.3750527,-151.374511,61.5079916,-151.5060861,61.5026222,-151.2212249,61.2419916,-151.244036,61.2473166,-151.5265638,IFSARAK2010N6115W15130_01,IFSARAK2010N6115W15130_01
IFSARAK2010N6115W15145_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W15145,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.15"N,151°37'28.15"W,61°30'27.09"N,151°45'22.10"W,61°30'09.73"N,151°28'23.58"W,61°14'32.77"N,151°29'38.15"W,61°14'49.99"N,151°46'28.33"W,61.3750416,-151.624486,61.507525,-151.7561388,61.5027027,-151.4732166,61.242436,-151.4939305,61.2472194,-151.774536,IFSARAK2010N6115W15145_01,IFSARAK2010N6115W15145_01
IFSARAK2010N6115W15200_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6115W15200,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°22'30.11"N,151°52'28.10"W,61°30'25.43"N,152°00'22.49"W,61°30'10"N,151°43'30.63"W,61°14'34.35"N,151°44'37.66"W,61°14'49.66"N,152°01'21.25"W,61.3750304,-151.8744721,61.5070638,-152.0062472,61.5027777,-151.7251749,61.2428749,-151.7437944,61.2471277,-152.0225693,IFSARAK2010N6115W15200_01,IFSARAK2010N6115W15200_01
IFSARAK2010N6130W14715_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W14715,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.05"N,147°07'28.29"W,61°45'56.11"N,147°15'12.42"W,61°45'00.17"N,146°56'13.18"W,61°29'03.57"N,146°59'48.30"W,61°29'59.04"N,147°18'38.03"W,61.6250138,-147.1245249,61.7655861,-147.25345,61.7500472,-146.9369944,61.4843249,-146.9967499,61.4997333,-147.3105638,IFSARAK2010N6130W14715_01,IFSARAK2010N6130W14715_01
IFSARAK2010N6130W14730_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W14730,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.07"N,147°22'28.29"W,61°45'54.51"N,147°30'13.19"W,61°45'00.92"N,147°11'20.33"W,61°29'05.22"N,147°14'47.52"W,61°29'58.36"N,147°33'30.94"W,61.6250193,-147.3745249,61.7651416,-147.5036638,61.7502555,-147.1889805,61.4847833,-147.2465333,61.4995444,-147.5585944,IFSARAK2010N6130W14730_01,IFSARAK2010N6130W14730_01
IFSARAK2010N6130W14745_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W14745,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.03"N,147°37'28.31"W,61°45'52.93"N,147°45'13.94"W,61°45'01.66"N,147°26'27.47"W,61°29'06.73"N,147°29'46.80"W,61°29'57.56"N,147°48'23.87"W,61.6250082,-147.6245304,61.7647027,-147.7538722,61.7504611,-147.4409638,61.4852027,-147.4963333,61.4993221,-147.8066305,IFSARAK2010N6130W14745_01,IFSARAK2010N6130W14745_01
IFSARAK2010N6130W14800_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W14800,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.08"N,147°52'28.15"W,61°45'51.35"N,148°00'14.35"W,61°45'02.40"N,147°41'34.63"W,61°29'08.40"N,147°44'46.07"W,61°29'56.94"N,148°03'16.45"W,61.6250221,-147.874486,61.7642638,-148.0039861,61.7506666,-147.6929527,61.4856666,-147.7461305,61.4991499,-148.0545694,IFSARAK2010N6130W14800_01,IFSARAK2010N6130W14800_01
IFSARAK2010N6130W14815_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W14815,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.15"N,148°07'28.02"W,61°45'49.82"N,148°15'15.11"W,61°45'03.13"N,147°56'41.48"W,61°29'10.07"N,147°59'45.04"W,61°29'56.36"N,148°18'09.39"W,61.6250416,-148.1244499,61.7638388,-148.2541972,61.7508694,-147.9448555,61.4861305,-147.9958444,61.4989888,-148.3026083,IFSARAK2010N6130W14815_01,IFSARAK2010N6130W14815_01
IFSARAK2010N6130W14830_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W14830,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.08"N,148°22'28.13"W,61°45'48.14"N,148°30'15.91"W,61°45'03.70"N,148°11'48.74"W,61°29'11.61"N,148°14'44.45"W,61°29'55.66"N,148°33'02.40"W,61.6250221,-148.3744804,61.7633722,-148.5044194,61.7510277,-148.1968721,61.4865583,-148.2456805,61.4987944,-148.5506666,IFSARAK2010N6130W14830_01,IFSARAK2010N6130W14830_01
IFSARAK2010N6130W14845_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W14845,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.10"N,148°37'28.10"W,61°45'46.46"N,148°45'16.41"W,61°45'04.28"N,148°26'56.04"W,61°29'13.32"N,148°29'43.89"W,61°29'55.15"N,148°47'55.09"W,61.6250277,-148.6244721,61.7629055,-148.7545583,61.7511888,-148.4488999,61.4870333,-148.4955249,61.4986527,-148.798636,IFSARAK2010N6130W14845_01,IFSARAK2010N6130W14845_01
IFSARAK2010N6130W14900_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W14900,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.13"N,148°52'28.14"W,61°45'44.99"N,149°00'17.26"W,61°45'04.99"N,148°42'03.05"W,61°29'14.87"N,148°44'43.11"W,61°29'54.52"N,149°02'48.21"W,61.625036,-148.8744832,61.7624972,-149.0047944,61.7513861,-148.7008472,61.4874638,-148.7453083,61.4984777,-149.0467249,IFSARAK2010N6130W14900_01,IFSARAK2010N6130W14900_01
IFSARAK2010N6130W14915_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W14915,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.10"N,149°07'28.27"W,61°45'43.36"N,149°15'17.86"W,61°45'05.56"N,148°57'10.50"W,61°29'16.44"N,148°59'42.76"W,61°29'53.91"N,149°17'41.07"W,61.6250277,-149.1245193,61.7620444,-149.2549611,61.7515444,-148.9529166,61.4878999,-148.995211,61.4983083,-149.2947416,IFSARAK2010N6130W14915_01,IFSARAK2010N6130W14915_01
IFSARAK2010N6130W14930_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W14930,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.16"N,149°22'28.13"W,61°45'41.74"N,149°30'18.19"W,61°45'06.11"N,149°12'17.71"W,61°29'18.17"N,149°14'42.16"W,61°29'53.49"N,149°32'33.65"W,61.6250443,-149.3744804,61.7615944,-149.5050527,61.7516972,-149.2049194,61.4883805,-149.2450444,61.4981916,-149.5426805,IFSARAK2010N6130W14930_01,IFSARAK2010N6130W14930_01
IFSARAK2010N6130W14945_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W14945,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.07"N,149°37'28.13"W,61°45'39.99"N,149°45'18.96"W,61°45'06.49"N,149°27'24.69"W,61°29'19.74"N,149°29'41.36"W,61°29'52.95"N,149°47'26.70"W,61.6250193,-149.6244804,61.7611083,-149.7552666,61.7518027,-149.4568583,61.4888166,-149.4948221,61.4980416,-149.7907499,IFSARAK2010N6130W14945_01,IFSARAK2010N6130W14945_01
IFSARAK2010N6130W15000_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W15000,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.16"N,149°52'28.21"W,61°45'38.41"N,150°00'19.47"W,61°45'07.03"N,149°42'32.11"W,61°29'21.49"N,149°44'41.01"W,61°29'52.60"N,150°02'19.51"W,61.6250443,-149.8745027,61.7606694,-150.0054083,61.7519527,-149.7089194,61.4893027,-149.7447249,61.4979444,-150.0387527,IFSARAK2010N6130W15000_01,IFSARAK2010N6130W15000_01
IFSARAK2010N6130W15015_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W15015,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.17"N,150°07'28.10"W,61°45'36.84"N,150°15'19.75"W,61°45'07.56"N,149°57'39.32"W,61°29'23.08"N,149°59'40.50"W,61°29'52.11"N,150°17'12.13"W,61.6250471,-150.1244721,61.7602333,-150.2554861,61.7521,-149.9609222,61.4897444,-149.9945833,61.4978083,-150.2867027,IFSARAK2010N6130W15015_01,IFSARAK2010N6130W15015_01
IFSARAK2010N6130W15030_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W15030,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.11"N,150°22'28.14"W,61°45'35.14"N,150°30'20.51"W,61°45'07.91"N,150°12'46.35"W,61°29'24.67"N,150°14'39.80"W,61°29'51.67"N,150°32'05.23"W,61.6250304,-150.3744832,61.7597611,-150.5056972,61.7521972,-150.212875,61.490186,-150.2443888,61.497686,-150.534786,IFSARAK2010N6130W15030_01,IFSARAK2010N6130W15030_01
IFSARAK2010N6130W15045_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W15045,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.15"N,150°37'28.15"W,61°45'33.60"N,150°45'20.71"W,61°45'08.43"N,150°27'53.85"W,61°29'26.28"N,150°29'39.62"W,61°29'51.24"N,150°46'57.80"W,61.6250416,-150.624486,61.7593333,-150.7557527,61.7523416,-150.4649583,61.4906333,-150.4943388,61.4975666,-150.7827221,IFSARAK2010N6130W15045_01,IFSARAK2010N6130W15045_01
IFSARAK2010N6130W15100_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W15100,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.12"N,150°52'28.17"W,61°45'31.93"N,151°00'21.41"W,61°45'08.77"N,150°43'00.86"W,61°29'27.88"N,150°44'38.94"W,61°29'50.85"N,151°01'50.88"W,61.6250332,-150.8744916,61.7588694,-151.0059472,61.7524361,-150.7169054,61.4910777,-150.7441499,61.4974583,-151.0307999,IFSARAK2010N6130W15100_01,IFSARAK2010N6130W15100_01
IFSARAK2010N6130W15115_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W15115,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.17"N,151°07'28.02"W,61°45'30.27"N,151°15'21.59"W,61°45'09.10"N,150°58'08.04"W,61°29'29.65"N,150°59'38.45"W,61°29'50.64"N,151°16'43.46"W,61.6250471,-151.1244499,61.7584083,-151.2559972,61.7525277,-150.9688999,61.4915694,-150.9940138,61.4973999,-151.2787388,IFSARAK2010N6130W15115_01,IFSARAK2010N6130W15115_01
IFSARAK2010N6130W15130_01,2010/07/10,2010/07/31,USGS,FugroEarthData Inc.,ORI_N6130W15130,AlbersConicalEqualArea,NAD83,2.500,METER,GEOTIFF,ORI,61°37'30.16"N,151°22'28.07"W,61°45'28.62"N,151°30'21.95"W,61°45'09.43"N,151°13'15.42"W,61°29'31.27"N,151°14'38.19"W,61°29'50.30"N,151°31'36.24"W,61.6250443,-151.3744638,61.75795,-151.5060972,61.7526194,-151.2209499,61.4920194,-151.2439416,61.4973055,-151.5267332,IFSARAK2010N6130W15130_01,IFSARAK2010N6130W15130_01
